;Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PerformanceRating;RelationshipSatisfaction;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
734;22;No;Travel_Rarely;Research & Development;8;1;Life Sciences;2;Male;1;Laboratory Technician;1;Married;2451;1;No;3;1;4;3;4;3;1;1
735;48;No;Travel_Rarely;Research & Development;6;3;Life Sciences;1;Male;2;Healthcare Representative;3;Single;4240;2;No;3;4;19;0;2;2;2;2
736;48;No;Travel_Rarely;Research & Development;4;4;Life Sciences;3;Male;2;Healthcare Representative;3;Single;10999;7;No;3;2;27;3;15;11;4;8
737;41;No;Travel_Rarely;Research & Development;7;2;Medical;4;Female;3;Manufacturing Director;3;Single;5003;6;No;3;2;8;6;2;2;2;1
738;39;No;Travel_Rarely;Research & Development;1;1;Life Sciences;4;Female;2;Manufacturing Director;4;Married;12742;1;No;3;3;21;3;21;6;11;8
739;27;No;Travel_Rarely;Research & Development;2;4;Life Sciences;1;Female;3;Manufacturing Director;4;Married;4227;0;No;3;2;4;2;3;2;2;2
740;35;No;Travel_Rarely;Research & Development;10;3;Other;2;Male;3;Laboratory Technician;4;Divorced;3917;1;No;4;1;3;4;3;2;1;2
741;42;No;Travel_Rarely;Sales;5;2;Marketing;4;Male;3;Manager;3;Married;18303;6;No;3;2;21;3;1;0;0;0
742;50;No;Travel_Rarely;Research & Development;9;3;Life Sciences;1;Male;3;Laboratory Technician;4;Married;2380;4;No;3;2;8;5;1;0;0;0
743;59;No;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Female;2;Manufacturing Director;4;Single;13726;3;Yes;3;1;30;4;5;3;4;3
744;37;Yes;Travel_Rarely;Research & Development;11;2;Medical;1;Female;1;Healthcare Representative;2;Married;4777;5;No;3;1;15;2;1;0;0;0
745;55;No;Travel_Frequently;Research & Development;18;4;Medical;3;Male;3;Healthcare Representative;2;Married;6385;3;Yes;3;4;17;3;8;7;6;7
746;41;No;Non-Travel;Research & Development;7;1;Life Sciences;2;Female;1;Research Director;3;Divorced;19973;1;No;4;2;21;3;21;16;5;10
747;38;No;Travel_Rarely;Sales;3;4;Life Sciences;2;Male;3;Sales Executive;4;Single;6861;8;Yes;3;3;19;1;1;0;0;0
748;26;Yes;Non-Travel;Sales;29;2;Medical;2;Male;1;Sales Executive;1;Single;4969;8;No;3;4;7;6;2;2;2;2
749;52;Yes;Travel_Rarely;Sales;2;1;Marketing;1;Female;1;Manager;4;Married;19845;1;No;3;4;33;3;32;14;6;9
750;44;No;Travel_Rarely;Sales;28;3;Medical;4;Female;4;Sales Executive;4;Married;13320;3;Yes;3;3;23;2;12;11;11;11
751;50;No;Non-Travel;Sales;1;3;Life Sciences;4;Female;3;Sales Executive;3;Married;6347;0;No;3;1;19;3;18;7;0;13
752;36;Yes;Travel_Rarely;Research & Development;16;4;Life Sciences;3;Female;4;Laboratory Technician;1;Single;2743;1;No;3;3;18;1;17;13;15;14
753;39;No;Travel_Frequently;Research & Development;22;3;Medical;4;Female;3;Manufacturing Director;1;Single;10880;1;Yes;3;3;21;2;21;6;2;8
754;33;No;Non-Travel;Sales;8;1;Life Sciences;2;Female;2;Sales Representative;4;Single;2342;0;No;3;4;3;2;2;2;2;2
755;45;No;Travel_Rarely;Sales;11;2;Life Sciences;4;Female;3;Manager;4;Married;17650;3;No;3;2;26;4;9;3;1;1
756;32;No;Non-Travel;Research & Development;29;4;Medical;4;Female;3;Laboratory Technician;3;Single;4025;9;No;3;2;10;2;8;7;7;7
757;34;No;Travel_Rarely;Sales;1;4;Marketing;2;Male;4;Sales Executive;4;Divorced;9725;0;No;3;4;16;2;15;1;0;9
758;59;No;Travel_Rarely;Sales;1;2;Technical Degree;2;Male;3;Manager;4;Married;11904;3;Yes;3;3;14;1;6;4;0;4
759;45;No;Travel_Rarely;Human Resources;24;4;Medical;2;Male;3;Human Resources;2;Single;2177;1;No;3;1;6;3;6;3;0;4
760;53;No;Travel_Frequently;Sales;2;3;Marketing;3;Female;2;Sales Executive;2;Married;7525;2;No;3;1;30;2;15;7;6;12
761;36;Yes;Travel_Rarely;Research & Development;15;3;Other;1;Male;3;Laboratory Technician;3;Divorced;4834;7;No;3;2;9;3;1;0;0;0
762;26;Yes;Travel_Frequently;Research & Development;2;3;Life Sciences;1;Male;3;Research Scientist;1;Married;2042;6;Yes;3;2;6;2;3;2;1;2
763;34;No;Travel_Rarely;Sales;10;4;Life Sciences;3;Female;3;Sales Representative;3;Married;2220;1;Yes;3;4;1;2;1;1;0;0
764;28;No;Travel_Rarely;Sales;10;1;Medical;4;Male;3;Sales Representative;2;Married;1052;1;No;4;2;1;5;1;0;0;0
765;38;No;Travel_Frequently;Research & Development;3;4;Other;3;Male;3;Research Scientist;3;Married;2821;3;No;3;1;8;2;2;2;2;2
766;50;No;Travel_Rarely;Research & Development;2;4;Medical;2;Male;3;Research Director;3;Married;19237;2;Yes;3;4;29;2;8;1;7;7
767;37;No;Travel_Rarely;Research & Development;3;3;Other;4;Female;3;Healthcare Representative;2;Single;4107;3;No;3;1;8;3;4;3;0;1
768;40;No;Travel_Rarely;Sales;26;3;Marketing;3;Male;3;Sales Executive;1;Married;8396;1;No;3;2;8;3;7;7;7;5
769;26;No;Travel_Frequently;Research & Development;1;1;Medical;1;Female;2;Research Scientist;3;Divorced;2007;1;No;3;3;5;5;5;3;1;3
770;46;No;Travel_Rarely;Research & Development;1;4;Medical;4;Male;3;Research Director;4;Divorced;19627;9;No;3;4;23;0;2;2;2;2
771;54;No;Travel_Rarely;Sales;2;4;Life Sciences;3;Female;2;Sales Executive;3;Married;10686;6;No;3;2;13;4;9;4;7;0
772;56;No;Travel_Frequently;Research & Development;9;3;Medical;1;Female;3;Research Scientist;3;Married;2942;2;No;3;2;18;4;5;4;0;3
773;36;No;Travel_Rarely;Research & Development;12;5;Medical;4;Female;2;Manufacturing Director;4;Single;8858;0;No;3;2;15;2;14;8;7;8
774;55;No;Non-Travel;Research & Development;2;1;Medical;3;Male;2;Manager;1;Single;16756;7;No;3;2;31;3;9;7;6;2
775;43;No;Travel_Rarely;Sales;25;3;Medical;3;Male;2;Sales Executive;4;Divorced;10798;5;No;3;3;18;5;1;0;0;0
776;20;Yes;Travel_Frequently;Sales;9;3;Marketing;4;Female;3;Sales Representative;4;Single;2323;1;Yes;3;2;2;3;2;2;0;2
777;21;Yes;Travel_Rarely;Research & Development;10;3;Life Sciences;3;Female;2;Laboratory Technician;1;Single;1416;1;No;3;1;1;6;1;0;1;0
778;46;No;Travel_Rarely;Research & Development;8;4;Life Sciences;4;Female;2;Research Scientist;1;Divorced;4615;8;Yes;4;1;19;2;16;13;1;7
779;51;Yes;Travel_Rarely;Research & Development;4;4;Life Sciences;1;Male;3;Research Scientist;3;Married;2461;9;Yes;3;3;18;2;10;0;2;7
780;28;Yes;Non-Travel;Research & Development;24;2;Technical Degree;2;Male;2;Healthcare Representative;1;Single;8722;1;No;3;1;10;2;10;7;1;9
781;26;No;Travel_Rarely;Research & Development;1;2;Medical;1;Male;2;Laboratory Technician;1;Married;3955;1;No;3;1;6;2;5;3;1;3
782;30;No;Travel_Rarely;Research & Development;20;3;Other;3;Male;3;Manufacturing Director;1;Married;9957;0;No;3;3;7;1;6;2;0;2
783;41;No;Travel_Rarely;Research & Development;7;2;Technical Degree;2;Female;4;Research Scientist;3;Married;3376;1;No;3;3;10;3;10;6;0;8
784;38;No;Travel_Rarely;Research & Development;17;1;Life Sciences;3;Female;2;Healthcare Representative;3;Married;8823;0;No;3;1;20;4;19;9;1;9
785;40;No;Travel_Rarely;Research & Development;20;4;Technical Degree;1;Male;3;Healthcare Representative;4;Married;10322;4;No;4;4;14;6;11;10;11;1
786;27;No;Non-Travel;Research & Development;8;5;Life Sciences;1;Male;1;Laboratory Technician;3;Married;4621;1;No;3;4;3;4;3;2;1;2
787;55;No;Travel_Frequently;Research & Development;2;1;Life Sciences;4;Male;3;Manufacturing Director;2;Married;10976;3;No;3;2;23;4;3;2;1;2
788;28;No;Travel_Rarely;Research & Development;10;3;Other;3;Female;3;Research Scientist;3;Single;3660;3;No;3;4;10;4;8;7;1;7
789;44;Yes;Travel_Rarely;Human Resources;1;2;Medical;2;Male;2;Human Resources;1;Married;10482;9;No;3;4;24;1;20;6;3;6
790;33;No;Travel_Rarely;Research & Development;5;3;Life Sciences;4;Male;2;Healthcare Representative;4;Divorced;7119;4;No;3;3;9;2;3;2;1;2
791;35;Yes;Travel_Rarely;Sales;4;3;Technical Degree;4;Male;3;Sales Executive;1;Single;9582;0;Yes;4;1;9;2;8;7;4;7
792;33;Yes;Travel_Frequently;Research & Development;29;4;Medical;1;Female;2;Research Scientist;3;Single;4508;1;No;4;2;14;4;13;7;3;8
793;28;No;Travel_Rarely;Research & Development;15;2;Life Sciences;1;Male;3;Laboratory Technician;3;Divorced;2207;1;No;3;4;4;5;4;2;2;2
794;34;No;Travel_Frequently;Research & Development;3;1;Life Sciences;1;Male;3;Healthcare Representative;4;Single;7756;0;No;3;3;7;1;6;2;0;4
795;37;No;Travel_Rarely;Sales;10;4;Life Sciences;4;Female;2;Sales Executive;4;Divorced;6694;2;Yes;3;3;8;5;1;0;0;0
796;25;Yes;Travel_Rarely;Research & Development;4;1;Technical Degree;4;Male;3;Laboratory Technician;4;Married;3691;1;Yes;3;2;7;3;7;7;5;6
797;26;Yes;Travel_Rarely;Research & Development;21;3;Medical;1;Male;3;Laboratory Technician;3;Divorced;2377;1;No;4;3;1;0;1;1;0;0
798;33;Yes;Travel_Rarely;Research & Development;25;3;Medical;1;Male;2;Research Scientist;2;Single;2313;4;Yes;4;2;5;0;2;2;2;2
799;42;No;Travel_Rarely;Research & Development;2;2;Medical;4;Male;3;Manager;1;Married;17665;0;No;3;4;23;3;22;6;13;7
800;28;Yes;Travel_Frequently;Research & Development;1;3;Medical;1;Male;2;Laboratory Technician;2;Divorced;2596;1;No;3;1;1;2;1;0;0;0
801;50;Yes;Travel_Frequently;Sales;1;4;Other;4;Male;3;Sales Executive;3;Single;4728;3;Yes;3;4;5;4;0;0;0;0
802;33;No;Travel_Frequently;Sales;7;3;Life Sciences;4;Female;3;Sales Executive;2;Married;4302;0;No;3;3;4;3;3;2;0;2
803;34;No;Non-Travel;Research & Development;3;4;Life Sciences;3;Male;2;Research Scientist;4;Married;2979;3;No;3;4;6;2;0;0;0;0
804;48;No;Non-Travel;Research & Development;1;4;Medical;1;Male;4;Manager;4;Single;16885;2;No;4;3;27;3;5;4;2;1
805;45;No;Non-Travel;Sales;9;4;Life Sciences;2;Female;2;Sales Executive;3;Married;5593;1;No;3;4;15;2;15;10;4;12
806;52;No;Travel_Rarely;Research & Development;7;4;Life Sciences;2;Male;3;Healthcare Representative;2;Single;10445;7;No;3;4;18;4;8;6;4;0
807;38;No;Travel_Rarely;Sales;10;4;Marketing;3;Male;2;Sales Executive;3;Divorced;8740;0;Yes;3;2;9;2;8;7;2;7
808;29;No;Travel_Rarely;Research & Development;28;4;Life Sciences;3;Female;3;Research Scientist;4;Divorced;2514;4;No;4;1;11;1;7;5;1;7
809;28;No;Travel_Rarely;Research & Development;3;3;Medical;4;Female;3;Manufacturing Director;2;Divorced;7655;0;No;3;2;10;3;9;7;1;7
810;46;No;Travel_Rarely;Sales;3;1;Marketing;1;Male;3;Manager;3;Married;17465;3;No;3;4;23;3;12;9;4;9
811;38;No;Travel_Rarely;Sales;2;2;Marketing;4;Male;3;Sales Executive;2;Single;7351;7;No;3;3;10;2;1;0;0;0
812;43;No;Travel_Frequently;Research & Development;27;3;Life Sciences;3;Female;3;Manufacturing Director;1;Married;10820;8;No;3;3;18;1;8;7;0;1
813;39;Yes;Travel_Frequently;Research & Development;2;3;Life Sciences;1;Male;3;Healthcare Representative;4;Divorced;12169;7;No;3;4;21;4;18;7;11;5
814;40;No;Travel_Rarely;Research & Development;14;3;Medical;3;Male;2;Research Director;3;Single;19626;1;No;3;1;21;2;20;7;4;9
815;21;No;Travel_Rarely;Research & Development;1;1;Technical Degree;4;Female;2;Research Scientist;2;Single;2070;1;Yes;3;3;2;6;2;2;2;2
816;39;No;Non-Travel;Research & Development;9;3;Life Sciences;3;Male;3;Laboratory Technician;2;Single;6782;9;No;3;3;9;2;5;4;0;3
817;36;No;Non-Travel;Research & Development;18;4;Life Sciences;1;Male;3;Manufacturing Director;4;Single;7779;2;No;4;1;18;0;11;9;0;9
818;31;No;Travel_Frequently;Sales;20;3;Life Sciences;3;Male;4;Sales Representative;4;Married;2791;0;No;3;1;3;4;2;2;2;2
819;28;No;Travel_Rarely;Research & Development;2;1;Life Sciences;1;Male;2;Research Scientist;2;Married;3201;0;No;3;1;6;2;5;3;0;4
820;35;No;Travel_Frequently;Sales;11;2;Marketing;4;Male;3;Sales Executive;4;Divorced;4968;1;No;3;4;5;3;5;2;0;2
821;49;No;Travel_Rarely;Sales;8;4;Technical Degree;4;Male;2;Sales Executive;2;Married;13120;6;No;3;2;22;3;9;8;2;3
822;34;No;Travel_Frequently;Research & Development;2;2;Life Sciences;4;Male;3;Manufacturing Director;3;Single;4033;2;No;3;4;5;3;3;2;0;2
823;29;No;Travel_Frequently;Research & Development;10;3;Life Sciences;4;Female;3;Research Scientist;2;Divorced;3291;0;No;3;4;8;2;7;5;1;1
824;42;No;Travel_Rarely;Research & Development;29;3;Medical;2;Male;1;Laboratory Technician;4;Single;4272;4;No;3;1;16;3;1;0;0;0
825;29;No;Travel_Rarely;Research & Development;8;1;Medical;2;Male;2;Manufacturing Director;4;Married;5056;1;Yes;3;3;10;2;10;7;1;2
826;38;No;Travel_Rarely;Human Resources;1;3;Human Resources;3;Male;4;Human Resources;3;Married;2844;1;No;3;4;7;2;7;6;5;0
827;28;No;Travel_Frequently;Research & Development;6;3;Life Sciences;3;Male;2;Research Scientist;3;Divorced;2703;1;Yes;3;4;3;2;3;1;0;2
828;18;Yes;Non-Travel;Research & Development;8;1;Medical;3;Male;3;Laboratory Technician;3;Single;1904;1;No;3;4;0;0;0;0;0;0
829;33;Yes;Travel_Rarely;Sales;9;4;Marketing;1;Female;3;Sales Executive;1;Single;8224;0;Yes;3;1;6;3;5;2;0;3
830;41;No;Travel_Rarely;Research & Development;12;4;Life Sciences;2;Male;3;Laboratory Technician;4;Married;4766;3;Yes;3;1;6;4;1;0;0;0
831;31;Yes;Travel_Frequently;Research & Development;15;3;Medical;3;Male;3;Laboratory Technician;3;Married;2610;1;No;3;3;2;5;2;2;2;2
832;37;No;Travel_Rarely;Research & Development;25;2;Medical;3;Female;2;Healthcare Representative;4;Divorced;5731;7;No;3;3;9;2;6;2;1;3
833;27;No;Travel_Rarely;Research & Development;6;3;Life Sciences;4;Male;2;Research Scientist;3;Married;2539;1;No;3;3;4;0;4;2;2;2
834;34;No;Travel_Rarely;Sales;9;1;Life Sciences;2;Female;3;Sales Executive;3;Married;5714;1;No;4;1;6;3;6;5;1;3
835;35;No;Travel_Rarely;Human Resources;8;4;Technical Degree;3;Male;3;Human Resources;3;Single;4323;1;No;3;2;6;2;5;4;1;4
836;29;Yes;Travel_Rarely;Sales;23;1;Life Sciences;4;Female;2;Sales Executive;1;Married;7336;1;No;3;1;11;3;11;8;3;10
837;40;No;Travel_Frequently;Research & Development;9;4;Medical;2;Female;3;Research Director;3;Single;13499;9;No;3;3;20;3;18;7;2;13
838;42;Yes;Travel_Frequently;Sales;12;3;Life Sciences;3;Male;3;Sales Executive;1;Single;13758;0;Yes;3;2;22;2;21;9;13;14
839;42;No;Travel_Rarely;Sales;4;4;Marketing;2;Male;3;Sales Executive;1;Single;5155;7;No;3;4;9;3;6;4;1;5
840;35;No;Travel_Rarely;Research & Development;1;4;Medical;4;Male;2;Laboratory Technician;3;Married;2258;6;No;3;2;10;2;8;0;1;7
841;24;No;Travel_Rarely;Research & Development;24;3;Medical;4;Male;3;Laboratory Technician;2;Single;3597;8;No;4;4;6;2;4;3;1;2
842;28;Yes;Travel_Rarely;Research & Development;12;1;Life Sciences;3;Female;3;Laboratory Technician;4;Married;2515;1;Yes;3;4;1;4;1;1;0;0
843;26;No;Travel_Rarely;Research & Development;3;4;Medical;1;Male;4;Laboratory Technician;4;Married;4420;1;No;4;2;8;2;8;7;0;7
844;30;No;Travel_Rarely;Sales;10;3;Marketing;3;Male;2;Sales Executive;3;Married;6578;1;No;3;1;10;3;10;3;1;4
845;40;No;Travel_Frequently;Research & Development;26;2;Medical;3;Female;2;Research Scientist;4;Married;4422;3;Yes;3;4;16;3;1;1;0;0
846;35;No;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Male;2;Manufacturing Director;2;Divorced;10274;2;No;3;2;15;2;7;7;6;4
847;34;No;Travel_Frequently;Research & Development;1;3;Medical;4;Male;2;Healthcare Representative;1;Single;5343;0;No;4;3;14;3;13;9;4;9
848;35;No;Travel_Frequently;Research & Development;4;4;Other;4;Male;2;Laboratory Technician;4;Married;2376;1;No;3;2;2;2;2;2;2;2
849;43;Yes;Travel_Rarely;Sales;9;3;Marketing;1;Female;1;Sales Executive;3;Single;5346;8;No;3;2;7;2;4;3;1;3
850;32;No;Non-Travel;Sales;2;1;Life Sciences;3;Female;3;Sales Representative;1;Divorced;2827;1;No;3;3;1;3;1;0;0;0
851;56;No;Travel_Rarely;Research & Development;4;4;Technical Degree;4;Female;3;Manager;1;Divorced;19943;4;No;3;4;28;2;5;2;4;2
852;29;No;Travel_Rarely;Research & Development;6;1;Medical;2;Female;3;Laboratory Technician;4;Married;3131;1;No;3;1;10;5;10;8;0;8
853;19;No;Travel_Rarely;Research & Development;9;2;Life Sciences;3;Male;3;Research Scientist;1;Single;2552;1;No;4;3;1;4;1;1;0;0
854;45;No;Travel_Rarely;Research & Development;7;3;Medical;1;Female;3;Research Scientist;3;Married;4477;4;Yes;3;3;7;2;3;2;0;2
855;37;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Female;2;Manufacturing Director;4;Married;6474;1;No;3;2;14;2;14;8;3;11
856;20;No;Travel_Rarely;Research & Development;3;3;Life Sciences;1;Male;2;Laboratory Technician;3;Single;3033;1;No;3;1;2;2;2;2;1;2
857;44;Yes;Travel_Rarely;Research & Development;10;4;Life Sciences;3;Male;3;Research Scientist;3;Single;2936;1;Yes;3;3;6;4;6;4;0;2
858;53;No;Travel_Rarely;Research & Development;7;2;Medical;4;Female;3;Manager;3;Divorced;18606;3;No;3;2;26;6;7;7;4;7
859;29;No;Travel_Rarely;Research & Development;15;1;Life Sciences;2;Female;1;Research Scientist;4;Married;2168;0;Yes;3;1;6;2;5;4;1;3
860;22;Yes;Travel_Frequently;Research & Development;3;4;Life Sciences;3;Male;2;Research Scientist;4;Married;2853;0;Yes;3;2;1;5;0;0;0;0
861;46;No;Travel_Rarely;Sales;2;3;Marketing;3;Female;3;Manager;1;Married;17048;8;No;4;1;28;2;26;15;15;9
862;44;No;Non-Travel;Research & Development;17;3;Life Sciences;4;Male;1;Research Scientist;3;Single;2290;2;No;3;4;6;3;0;0;0;0
863;33;No;Travel_Rarely;Human Resources;2;3;Human Resources;2;Male;3;Human Resources;3;Married;3600;1;No;3;4;5;2;5;4;1;4
864;41;Yes;Non-Travel;Research & Development;5;2;Life Sciences;1;Male;2;Research Scientist;1;Divorced;2107;6;No;3;1;5;2;1;0;0;0
865;30;No;Travel_Rarely;Sales;29;4;Life Sciences;3;Male;3;Sales Executive;1;Divorced;4115;8;No;3;3;8;3;4;3;0;3
866;40;No;Travel_Frequently;Sales;2;4;Medical;2;Male;3;Sales Executive;2;Married;4327;5;No;3;4;5;2;0;0;0;0
867;50;No;Travel_Frequently;Research & Development;2;3;Medical;4;Female;3;Manager;1;Married;17856;2;No;4;3;32;3;2;2;2;2
868;28;No;Travel_Rarely;Research & Development;19;4;Medical;4;Male;2;Laboratory Technician;1;Married;3196;1;No;3;3;6;2;6;5;3;3
869;46;No;Travel_Rarely;Research & Development;15;2;Life Sciences;4;Male;3;Research Director;2;Married;19081;5;No;3;1;25;2;4;2;0;3
870;35;No;Travel_Rarely;Sales;17;4;Life Sciences;3;Male;3;Sales Executive;1;Married;8966;3;Yes;3;4;15;2;7;7;1;7
871;24;Yes;Travel_Rarely;Research & Development;17;2;Life Sciences;4;Female;3;Laboratory Technician;2;Married;2210;1;No;3;1;1;3;1;0;0;0
872;33;No;Travel_Frequently;Sales;25;3;Medical;2;Female;3;Sales Executive;3;Married;4539;1;No;3;1;10;3;10;7;0;1
873;36;No;Travel_Rarely;Research & Development;6;4;Life Sciences;3;Male;1;Laboratory Technician;3;Divorced;2741;1;No;3;3;7;4;7;7;1;7
874;30;No;Travel_Rarely;Research & Development;7;4;Life Sciences;3;Male;3;Laboratory Technician;3;Divorced;3491;1;No;3;1;10;4;10;7;8;9
875;44;No;Travel_Rarely;Research & Development;29;4;Other;4;Male;3;Research Scientist;4;Single;4541;1;No;4;2;20;3;20;11;13;17
876;20;No;Travel_Rarely;Sales;21;3;Marketing;3;Male;4;Sales Representative;4;Single;2678;1;No;3;4;2;2;2;1;2;2
877;46;No;Travel_Rarely;Research & Development;2;4;Technical Degree;4;Male;3;Manufacturing Director;4;Divorced;7379;2;No;3;3;12;3;6;3;1;4
878;42;No;Non-Travel;Human Resources;2;5;Medical;4;Male;4;Human Resources;1;Married;6272;7;No;3;1;10;3;4;3;0;3
879;60;No;Travel_Rarely;Sales;7;4;Marketing;2;Male;4;Sales Executive;4;Divorced;5220;0;Yes;3;2;12;3;11;7;1;9
880;32;No;Travel_Frequently;Research & Development;13;3;Other;3;Female;2;Laboratory Technician;2;Married;2743;1;No;4;3;2;2;2;2;2;2
881;32;No;Travel_Frequently;Research & Development;2;2;Life Sciences;4;Female;3;Research Scientist;3;Single;4998;4;Yes;3;4;10;2;8;7;0;7
882;36;No;Travel_Rarely;Research & Development;1;3;Technical Degree;3;Female;1;Manufacturing Director;1;Divorced;10252;2;Yes;4;3;17;2;7;7;7;7
883;33;No;Travel_Rarely;Research & Development;9;3;Medical;1;Male;3;Research Scientist;4;Married;2781;0;No;3;2;15;5;14;10;4;10
884;40;No;Travel_Rarely;Sales;10;3;Technical Degree;2;Female;2;Sales Executive;2;Divorced;6852;7;No;3;2;7;2;5;1;1;3
885;25;No;Travel_Rarely;Sales;10;4;Life Sciences;3;Male;3;Sales Executive;4;Single;4950;0;No;3;2;5;4;4;3;1;1
886;30;No;Travel_Rarely;Research & Development;1;3;Medical;4;Male;3;Research Scientist;2;Married;3579;0;Yes;4;1;12;2;11;9;5;7
887;42;No;Travel_Frequently;Research & Development;26;5;Medical;1;Female;3;Research Director;1;Married;13191;3;Yes;3;3;20;6;1;0;0;0
888;35;No;Non-Travel;Sales;8;2;Marketing;3;Female;2;Sales Executive;4;Married;10377;4;Yes;3;2;16;6;13;2;4;12
889;27;No;Travel_Rarely;Research & Development;14;3;Life Sciences;1;Male;3;Research Scientist;1;Married;2235;1;Yes;3;4;9;3;9;7;6;8
890;54;No;Travel_Frequently;Research & Development;1;4;Life Sciences;4;Female;3;Manufacturing Director;3;Divorced;10502;7;No;3;1;33;2;5;4;1;4
891;44;No;Travel_Rarely;Research & Development;2;1;Life Sciences;1;Female;4;Research Scientist;4;Married;2011;1;No;3;4;10;5;10;5;7;7
892;19;Yes;Non-Travel;Research & Development;10;3;Medical;1;Female;2;Research Scientist;2;Single;1859;1;Yes;4;2;1;2;1;1;0;0
893;29;No;Travel_Rarely;Research & Development;1;3;Life Sciences;1;Female;3;Research Scientist;4;Divorced;3760;1;No;3;1;3;5;3;2;1;2
894;54;No;Travel_Rarely;Research & Development;3;3;Life Sciences;4;Male;3;Research Director;4;Married;17779;3;No;3;1;36;2;10;9;0;9
895;31;No;Travel_Rarely;Research & Development;11;2;Medical;3;Male;3;Healthcare Representative;1;Married;6833;1;Yes;3;4;6;2;6;5;0;1
896;31;No;Travel_Rarely;Research & Development;24;3;Medical;3;Female;2;Healthcare Representative;1;Single;6812;1;No;3;2;10;2;10;9;1;8
897;59;No;Travel_Rarely;Sales;3;3;Life Sciences;3;Female;2;Sales Executive;4;Single;5171;5;No;3;4;13;2;6;1;0;5
898;43;No;Travel_Rarely;Research & Development;3;3;Life Sciences;3;Male;1;Research Director;4;Married;19740;3;No;3;2;25;2;8;7;0;7
899;49;No;Travel_Rarely;Research & Development;4;2;Medical;1;Male;2;Manager;3;Married;18711;2;No;3;3;23;2;1;0;0;0
900;36;No;Travel_Frequently;Research & Development;3;3;Technical Degree;3;Male;3;Research Scientist;2;Married;3692;1;No;3;3;12;2;11;10;0;7
901;48;No;Travel_Rarely;Research & Development;2;2;Technical Degree;4;Male;4;Laboratory Technician;2;Single;2559;5;No;3;3;7;4;1;0;0;0
902;27;No;Travel_Rarely;Research & Development;4;2;Life Sciences;1;Male;3;Research Scientist;3;Divorced;2517;1;No;3;2;5;2;5;3;0;3
903;29;No;Travel_Rarely;Research & Development;7;3;Life Sciences;3;Male;3;Healthcare Representative;4;Divorced;6623;1;Yes;3;2;6;2;6;0;1;0
904;48;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Male;2;Research Director;4;Single;18265;6;No;3;3;25;3;1;0;0;0
905;29;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Female;2;Research Director;4;Divorced;16124;3;No;3;2;9;2;7;7;1;7
906;34;No;Travel_Rarely;Research & Development;20;3;Technical Degree;3;Female;4;Research Scientist;3;Married;2585;0;No;3;4;2;5;1;0;0;0
907;44;No;Travel_Rarely;Sales;5;3;Marketing;2;Male;3;Manager;2;Married;18213;7;No;3;3;26;5;22;9;3;10
908;33;No;Travel_Rarely;Sales;10;5;Marketing;4;Male;4;Sales Executive;3;Divorced;8380;0;Yes;3;4;10;3;9;8;0;8
909;19;No;Travel_Rarely;Research & Development;25;3;Life Sciences;2;Female;4;Research Scientist;4;Single;2994;1;Yes;3;4;1;2;1;0;0;1
910;23;No;Travel_Rarely;Research & Development;1;2;Life Sciences;4;Male;3;Research Scientist;3;Married;1223;1;No;4;4;1;2;1;0;0;1
911;25;Yes;Travel_Frequently;Sales;24;1;Life Sciences;3;Male;1;Sales Representative;4;Single;1118;1;Yes;3;4;1;4;1;0;1;0
912;26;No;Travel_Rarely;Research & Development;4;2;Life Sciences;3;Male;3;Research Scientist;4;Single;2875;1;Yes;4;2;8;2;8;5;2;2
913;45;Yes;Travel_Rarely;Sales;2;3;Marketing;1;Female;1;Manager;2;Single;18824;2;Yes;3;1;26;2;24;10;1;11
914;55;No;Non-Travel;Research & Development;8;1;Medical;4;Male;2;Healthcare Representative;2;Divorced;13577;1;Yes;3;4;34;3;33;9;15;0
915;21;Yes;Travel_Frequently;Research & Development;10;2;Life Sciences;1;Female;2;Laboratory Technician;3;Single;2625;1;No;4;3;2;2;2;2;2;2
916;46;No;Travel_Rarely;Sales;4;2;Marketing;4;Female;2;Manager;2;Married;18789;2;No;3;3;26;2;11;4;0;8
917;34;No;Travel_Rarely;Sales;2;3;Marketing;3;Female;3;Sales Executive;1;Single;4538;0;Yes;3;4;4;3;3;2;0;2
918;51;No;Travel_Frequently;Sales;9;3;Life Sciences;4;Male;3;Manager;2;Divorced;19847;4;Yes;4;1;31;5;29;10;11;10
919;59;No;Travel_Rarely;Research & Development;18;4;Medical;4;Male;3;Manufacturing Director;4;Single;10512;6;No;3;4;25;6;9;7;5;4
920;34;No;Travel_Frequently;Research & Development;19;3;Medical;3;Female;3;Laboratory Technician;2;Divorced;4444;4;No;3;3;15;2;11;8;5;10
